Date,Precipitation
19140101,160
19140102,0
19140103,33
19140104,51
19140105,173
19140106,231
19140107,318
19140108,318
19140109,8
19140110,8
19140111,25
19140112,0
19140113,20
19140114,23
19140115,178
19140116,10
19140117,0
19140118,74
19140119,102
19140120,0
19140121,0
19140122,292
19140123,46
19140124,13
19140125,76
19140126,135
19140127,33
19140128,38
19140129,38
19140130,99
19140131,297
19140201,0
19140202,3
19140203,0
19140204,0
19140205,0
19140206,0
19140207,8
19140208,38
19140209,0
19140210,0
19140211,10
19140212,0
19140213,13
19140214,0
19140215,0
19140216,0
19140217,0
19140218,0
19140219,0
19140220,0
19140221,0
19140222,122
19140223,0
19140224,0
19140225,97
19140226,0
19140227,25
19140228,0
19140301,58
19140302,64
19140303,43
19140304,0
19140305,0
19140306,0
19140307,0
19140308,0
19140309,0
19140310,0
19140311,0
19140312,0
19140313,56
19140314,25
19140315,114
19140316,3
19140317,0
19140318,46
19140319,0
19140320,0
19140321,0
19140322,0
19140323,0
19140324,124
19140325,38
19140326,18
19140327,66
19140328,48
19140329,8
19140330,5
19140331,28
19140401,46
19140402,0
19140403,0
19140404,0
19140405,30
19140406,0
19140407,0
19140408,0
19140409,0
19140410,0
19140411,0
19140412,0
19140413,28
19140414,122
19140415,20
19140416,58
19140417,30
19140418,8
19140419,163
19140420,107
19140421,3
19140422,0
19140423,18
19140424,5
19140425,3
19140426,8
19140427,0
19140428,18
19140429,10
19140430,0
19140501,0
19140502,0
19140503,28
19140504,23
19140505,3
19140506,0
19140507,0
19140508,30
19140509,51
19140510,0
19140511,0
19140512,0
19140513,0
19140514,0
19140515,0
19140516,0
19140517,0
19140518,0
19140519,53
19140520,13
19140521,0
19140522,0
19140523,0
19140524,25
19140525,48
19140526,25
19140527,0
19140528,119
19140529,0
19140530,0
19140531,0
19140601,0
19140602,0
19140603,0
19140604,0
19140605,25
19140606,13
19140607,0
19140608,0
19140609,5
19140610,0
19140611,0
19140612,0
19140613,5
19140614,13
19140615,0
19140616,0
19140617,0
19140618,0
19140619,0
19140620,0
19140621,0
19140622,41
19140623,0
19140624,5
19140625,109
19140626,132
19140627,0
19140628,0
19140629,3
19140630,0
19140701,0
19140702,0
19140703,0
19140704,0
19140705,130
19140706,3
19140707,0
19140708,0
19140709,0
19140710,0
19140711,0
19140712,0
19140713,15
19140714,69
19140715,94
19140716,5
19140717,0
19140718,0
19140719,0
19140720,0
19140721,13
19140722,0
19140723,3
19140724,0
19140725,0
19140726,0
19140727,0
19140728,36
19140729,3
19140730,0
19140731,0
19140801,0
19140802,0
19140803,0
19140804,0
19140805,0
19140806,5
19140807,46
19140808,43
19140809,0
19140810,25
19140811,0
19140812,5
19140813,0
19140814,0
19140815,0
19140816,0
19140817,112
19140818,157
19140819,61
19140820,0
19140821,0
19140822,0
19140823,58
19140824,33
19140825,0
19140826,0
19140827,0
19140828,0
19140829,0
19140830,0
19140831,0
19140901,0
19140902,0
19140903,0
19140904,53
19140905,3
19140906,0
19140907,0
19140908,107
19140909,140
19140910,0
19140911,81
19140912,18
19140913,13
19140914,0
19140915,135
19140916,69
19140917,117
19140918,109
19140919,262
19140920,79
19140921,3
19140922,0
19140923,0
19140924,0
19140925,0
19140926,0
19140927,25
19140928,0
19140929,0
19140930,0
19141001,0
19141002,66
19141003,135
19141004,58
19141005,89
19141006,15
19141007,0
19141008,0
19141009,10
19141010,0
19141011,119
19141012,53
19141013,28
19141014,0
19141015,0
19141016,0
19141017,8
19141018,51
19141019,246
19141020,163
19141021,0
19141022,0
19141023,0
19141024,0
19141025,0
19141026,0
19141027,0
19141028,0
19141029,0
19141030,0
19141031,94
19141101,0
19141102,470
19141103,188
19141104,76
19141105,274
19141106,160
19141107,10
19141108,0
19141109,0
19141110,0
19141111,152
19141112,0
19141113,165
19141114,20
19141115,0
19141116,0
19141117,3
19141118,0
19141119,0
19141120,0
19141121,0
19141122,0
19141123,5
19141124,0
19141125,0
19141126,140
19141127,13
19141128,0
19141129,69
19141130,58
19141201,0
19141202,30
19141203,157
19141204,0
19141205,15
19141206,38
19141207,5
19141208,0
19141209,0
19141210,0
19141211,0
19141212,0
19141213,5
19141214,10
19141215,0
19141216,0
19141217,8
19141218,0
19141219,0
19141220,0
19141221,3
19141222,0
19141223,0
19141224,0
19141225,0
19141226,79
19141227,0
19141228,64
19141229,25
19141230,15
19141231,8
19150101,0
19150102,51
19150103,0
19150104,38
19150105,124
19150106,3
19150107,0
19150108,5
19150109,8
19150110,0
19150111,0
19150112,51
19150113,25
19150114,38
19150115,5
19150116,5
19150117,0
19150118,0
19150119,0
19150120,0
19150121,18
19150122,0
19150123,5
19150124,5
19150125,5
19150126,76
19150127,5
19150128,0
19150129,0
19150130,0
19150131,0
19150201,38
19150202,0
19150203,51
19150204,10
19150205,0
19150206,64
19150207,0
19150208,0
19150209,13
19150210,56
19150211,18
19150212,0
19150213,193
19150214,0
19150215,0
19150216,0
19150217,0
19150218,203
19150219,69
19150220,0
19150221,0
19150222,8
19150223,0
19150224,0
19150225,0
19150226,5
19150227,0
19150228,0
19150301,0
19150302,0
19150303,0
19150304,0
19150305,0
19150306,0
19150307,0
19150308,0
19150309,0
19150310,0
19150311,0
19150312,0
19150313,0
19150314,0
19150315,102
19150316,33
19150317,0
19150318,0
19150319,0
19150320,0
19150321,0
19150322,0
19150323,0
19150324,0
19150325,0
19150326,0
19150327,0
19150328,25
19150329,0
19150330,30
19150331,0
19150401,20
19150402,61
19150403,25
19150404,0
19150405,0
19150406,0
19150407,0
19150408,23
19150409,3
19150410,0
19150411,0
19150412,23
19150413,43
19150414,23
