Date,Precipitation
19510101,0
19510102,0
19510103,0
19510104,0
19510105,0
19510106,0
19510107,0
19510108,0
19510109,0
19510110,0
19510111,0
19510112,0
19510113,0
19510114,0
19510115,0
19510116,0
19510117,0
19510118,0
19510119,0
19510120,0
19510121,0
19510122,0
19510123,0
19510124,0
19510125,0
19510126,0
19510127,0
19510128,0
19510129,0
19510130,0
19510131,0
19510201,0
19510202,1
19510203,0
19510204,0
19510205,0
19510206,0
19510207,0
19510208,0
19510209,0
19510210,0
19510211,0
19510212,0
19510213,0
19510214,0
19510215,0
19510216,0
19510217,2
19510218,1
19510219,0
19510220,0
19510221,32
19510222,122
19510223,2
19510224,3
19510225,0
19510226,0
19510227,0
19510228,49
19510301,17
19510302,0
19510303,0
19510304,0
19510305,0
19510306,0
19510307,3
19510308,0
19510309,0
19510310,0
19510311,18
19510312,0
19510313,0
19510314,0
19510315,0
19510316,0
19510317,0
19510318,2
19510319,0
19510320,0
19510321,0
19510322,0
19510323,0
19510324,0
19510325,0
19510326,0
19510327,0
19510328,19
19510329,0
19510330,0
19510331,0
19510401,4
19510402,0
19510403,0
19510404,0
19510405,0
19510406,0
19510407,3
19510408,0
19510409,0
19510410,0
19510411,1
19510412,50
19510413,4
19510414,8
19510415,0
19510416,43
19510417,1
19510418,0
19510419,0
19510420,8
19510421,36
19510422,26
19510423,10
19510424,0
19510425,0
19510426,0
19510427,2
19510428,42
19510429,1
19510430,0
19510501,27
19510502,0
19510503,0
19510504,0
19510505,0
19510506,0
19510507,0
19510508,0
19510509,0
19510510,0
19510511,0
19510512,0
19510513,0
19510514,0
19510515,0
19510516,279
19510517,142
19510518,45
19510519,2
19510520,3
19510521,0
19510522,13
19510523,34
19510524,12
19510525,14
19510526,0
19510527,0
19510528,0
19510529,0
19510530,39
19510531,238
19510601,0
19510602,66
19510603,15
19510604,64
19510605,110
19510606,5
19510607,40
19510608,195
19510609,274
19510610,4
19510611,1
19510612,0
19510613,93
19510614,141
19510615,2
19510616,49
19510617,4
19510618,8
19510619,0
19510620,276
19510621,25
19510622,18
19510623,7
19510624,0
19510625,0
19510626,0
19510627,0
19510628,23
19510629,175
19510630,242
19510701,0
19510702,1
19510703,0
19510704,0
19510705,0
19510706,2
19510707,2
19510708,0
19510709,0
19510710,189
19510711,36
19510712,0
19510713,3
19510714,0
19510715,0
19510716,3
19510717,173
19510718,0
19510719,0
19510720,21
19510721,0
19510722,0
19510723,5
19510724,0
19510725,25
19510726,0
19510727,0
19510728,0
19510729,0
19510730,0
19510731,4
19510801,34
19510802,0
19510803,150
19510804,0
19510805,0
19510806,0
19510807,164
19510808,1
19510809,0
19510810,0
19510811,0
19510812,0
19510813,10
19510814,39
19510815,29
19510816,127
19510817,2
19510818,0
19510819,0
19510820,0
19510821,6
19510822,239
19510823,1
19510824,188
19510825,1
19510826,0
19510827,0
19510828,0
19510829,0
19510830,2
19510831,27
19510901,0
19510902,0
19510903,0
19510904,92
19510905,17
19510906,0
19510907,3
19510908,206
19510909,373
19510910,0
19510911,125
19510912,99
19510913,8
19510914,0
19510915,54
19510916,7
19510917,0
19510918,0
19510919,45
19510920,0
19510921,9
19510922,0
19510923,0
19510924,0
19510925,101
19510926,17
19510927,0
19510928,0
19510929,52
19510930,224
19511001,1
19511002,0
19511003,1
19511004,4
19511005,1
19511006,3
19511007,17
19511008,98
19511009,32
19511010,0
19511011,0
19511012,0
19511013,0
19511014,0
19511015,0
19511016,5
19511017,0
19511018,50
19511019,6
19511020,0
19511021,0
19511022,0
19511023,0
19511024,1
19511025,0
19511026,0
19511027,0
19511028,0
19511029,2
19511030,0
19511031,0
19511101,0
19511102,0
19511103,0
19511104,0
19511105,0
19511106,0
19511107,0
19511108,0
19511109,0
19511110,0
19511111,0
19511112,0
19511113,0
19511114,1
19511115,0
19511116,0
19511117,0
19511118,0
19511119,0
19511120,0
19511121,1
19511122,0
19511123,0
19511124,0
19511125,0
19511126,0
19511127,0
19511128,0
19511129,0
19511130,0
19511201,0
19511202,0
19511203,0
19511204,0
19511205,0
19511206,0
19511207,0
19511208,0
19511209,0
19511210,0
19511211,0
19511212,11
19511213,0
19511214,0
19511215,0
19511216,0
19511217,0
19511218,0
19511219,0
19511220,0
19511221,0
19511222,3
19511223,0
19511224,0
19511225,0
19511226,0
19511227,0
19511228,0
19511229,0
19511230,0
19511231,0
19520101,0
19520102,0
19520103,0
19520104,0
19520105,0
19520106,0
19520107,0
19520108,0
19520109,1
19520110,0
19520111,0
19520112,0
19520113,0
19520114,1
19520115,0
19520116,5
19520117,0
19520118,0
19520119,0
19520120,0
19520121,0
19520122,0
19520123,0
19520124,4
19520125,0
19520126,0
19520127,1
19520128,0
19520129,0
19520130,0
19520131,0
19520201,3
19520202,0
19520203,0
19520204,0
19520205,0
19520206,0
19520207,0
19520208,0
19520209,0
19520210,0
19520211,0
19520212,0
19520213,0
19520214,0
19520215,0
19520216,0
19520217,0
19520218,0
19520219,0
19520220,0
19520221,0
19520222,0
19520223,0
19520224,0
19520225,0
19520226,0
19520227,0
19520228,0
19520229,0
19520301,0
19520302,0
19520303,0
19520304,0
19520305,0
19520306,0
19520307,0
19520308,10
19520309,4
19520310,0
19520311,0
19520312,0
19520313,0
19520314,1
19520315,0
19520316,0
19520317,0
19520318,10
19520319,0
19520320,0
19520321,0
19520322,0
19520323,7
19520324,0
19520325,0
19520326,0
19520327,0
19520328,0
19520329,3
19520330,0
19520331,0
19520401,10
19520402,0
19520403,0
19520404,0
19520405,0
19520406,0
19520407,0
19520408,0
19520409,0
19520410,0
19520411,9
19520412,0
19520413,0
19520414,0
19520415,80
19520416,14
19520417,150
19520418,2
19520419,28
19520420,6
19520421,1
19520422,0
19520423,0
19520424,1
19520425,0
19520426,0
19520427,0
19520428,93
19520429,0
19520430,93
19520501,0
19520502,0
19520503,3
19520504,0
19520505,0
19520506,0
19520507,0
19520508,0
19520509,0
19520510,0
19520511,0
19520512,0
19520513,0
19520514,0
19520515,0
