Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Wellington, Buckle St,3431,E14370,-41.300,174.783,34,W,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Rain: Daily
Station,Date(UTC),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
3431,19060601:2100,0.0,-,-,-,24,D
3431,19060602:2100,0.0,-,-,-,24,D
3431,19060603:2100,0.0,-,-,-,24,D
3431,19060604:2100,0.0,-,-,-,24,D
3431,19060605:2100,0.0,-,-,-,24,D
3431,19060606:2100,10.4,-,-,-,24,D
3431,19060607:2100,9.7,-,-,-,24,D
3431,19060608:2100,0.0,-,-,-,24,D
3431,19060609:2100,3.6,-,-,-,24,D
3431,19060610:2100,0.0,-,-,-,24,D
3431,19060611:2100,0.0,-,-,-,24,D
3431,19060612:2100,0.0,-,-,-,24,D
3431,19060613:2100,0.0,-,-,-,24,D
3431,19060614:2100,8.6,-,-,-,24,D
3431,19060615:2100,2.0,-,-,-,24,D
3431,19060616:2100,0.0,-,-,-,24,D
3431,19060617:2100,0.0,-,-,-,24,D
3431,19060618:2100,0.0,-,-,-,24,D
3431,19060619:2100,0.0,-,-,-,24,D
3431,19060620:2100,0.0,-,-,-,24,D
3431,19060621:2100,0.0,-,-,-,24,D
3431,19060622:2100,0.0,-,-,-,24,D
3431,19060623:2100,3.0,-,-,-,24,D
3431,19060624:2100,1.3,-,-,-,24,D
3431,19060625:2100,6.6,-,-,-,24,D
3431,19060626:2100,0.8,-,-,-,24,D
3431,19060627:2100,2.5,-,-,-,24,D
3431,19060628:2100,0.0,-,-,-,24,D
3431,19060629:2100,11.7,-,-,-,24,D
3431,19060630:2100,1.3,-,-,-,24,D
3431,19060701:2100,0.0,-,-,-,24,D
3431,19060702:2100,13.0,-,-,-,24,D
3431,19060703:2100,0.0,-,-,-,24,D
3431,19060704:2100,0.0,-,-,-,24,D
3431,19060705:2100,0.0,-,-,-,24,D
3431,19060706:2100,0.0,-,-,-,24,D
3431,19060707:2100,8.1,-,-,-,24,D
3431,19060708:2100,3.8,-,-,-,24,D
3431,19060709:2100,0.0,-,-,-,24,D
3431,19060710:2100,0.3,-,-,-,24,D
3431,19060711:2100,0.0,-,-,-,24,D
3431,19060712:2100,1.0,-,-,-,24,D
3431,19060713:2100,0.0,-,-,-,24,D
3431,19060714:2100,1.3,-,-,-,24,D
3431,19060715:2100,4.6,-,-,-,24,D
3431,19060716:2100,18.3,-,-,-,24,D
3431,19060717:2100,1.3,-,-,-,24,D
3431,19060718:2100,3.0,-,-,-,24,D
3431,19060719:2100,1.8,-,-,-,24,D
3431,19060720:2100,0.0,-,-,-,24,D
3431,19060721:2100,0.0,-,-,-,24,D
3431,19060722:2100,0.3,-,-,-,24,D
3431,19060723:2100,0.0,-,-,-,24,D
3431,19060724:2100,1.0,-,-,-,24,D
3431,19060725:2100,2.5,-,-,-,24,D
3431,19060726:2100,1.0,-,-,-,24,D
3431,19060727:2100,2.0,-,-,-,24,D
3431,19060728:2100,0.5,-,-,-,24,D
3431,19060729:2100,0.0,-,-,-,24,D
3431,19060730:2100,2.3,-,-,-,24,D
3431,19060731:2100,1.5,-,-,-,24,D
3431,19060801:2100,15.5,-,-,-,24,D
3431,19060802:2100,0.0,-,-,-,24,D
3431,19060803:2100,0.0,-,-,-,24,D
3431,19060804:2100,2.8,-,-,-,24,D
3431,19060805:2100,0.0,-,-,-,24,D
3431,19060806:2100,1.3,-,-,-,24,D
3431,19060807:2100,0.5,-,-,-,24,D
3431,19060808:2100,0.0,-,-,-,24,D
3431,19060809:2100,0.0,-,-,-,24,D
3431,19060810:2100,0.0,-,-,-,24,D
3431,19060811:2100,0.5,-,-,-,24,D
3431,19060812:2100,13.0,-,-,-,24,D
3431,19060813:2100,1.5,-,-,-,24,D
3431,19060814:2100,20.1,-,-,-,24,D
3431,19060815:2100,0.0,-,-,-,24,D
3431,19060816:2100,0.0,-,-,-,24,D
3431,19060817:2100,0.0,-,-,-,24,D
3431,19060818:2100,0.0,-,-,-,24,D
3431,19060819:2100,0.8,-,-,-,24,D
3431,19060820:2100,0.0,-,-,-,24,D
3431,19060821:2100,0.0,-,-,-,24,D
3431,19060822:2100,0.0,-,-,-,24,D
