Date,Precipitation,TMax,TMin
19410101,0,96,18
19410102,0,104,30
19410103,0,93,30
19410104,34,56,-8
19410105,0,14,-24
19410106,0,15,-30
19410107,0,70,-45
19410108,0,40,-10
19410109,1,38,-10
19410110,0,25,-15
19410111,0,15,-15
19410112,10,15,-55
19410113,0,-30,-90
19410114,0,0,-114
19410115,0,10,-30
19410116,32,105,-20
19410117,11,90,-12
19410118,0,-10,-54
19410119,0,55,-80
19410120,0,110,5
19410121,0,140,10
19410122,0,144,36
19410123,0,110,25
19410124,43,115,30
19410125,0,110,4
19410126,65,92,-6
19410127,32,66,-20
19410128,0,-9,-76
19410129,0,-24,-60
19410130,0,-48,-76
19410131,0,-20,-68
19410201,0,38,-30
19410202,25,102,16
19410203,0,110,4
19410204,0,100,2
19410205,169,78,24
19410206,114,8,-20
19410207,7,10,-40
19410208,0,3,-76
19410209,0,30,-15
19410210,0,78,-16
19410211,0,132,-20
19410212,0,115,-20
19410213,0,180,50
19410214,1,148,100
19410215,62,170,82
19410216,0,158,0
19410217,0,192,28
19410218,92,152,25
19410219,147,113,51
19410220,28,115,8
19410221,0,114,72
19410222,0,136,45
19410223,0,117,1
19410224,45,125,60
19410225,129,70,22
19410226,0,67,10
19410227,129,40,-2
19420823,13,300,128
19420923,8,311,150
19421014,99,128,22
19421015,15,128,89
19421023,193,150,61
19421029,56,211,100
19421102,36,150,78
19421111,30,39,0
19421112,104,39,-11
19421118,180,39,-22
19421119,36,22,-11
19421124,13,22,-22
19421231,3,89,-11
19430101,5,94,-5
19430102,4,123,5
19430103,10,98,20
19430104,6,27,-10
19430105,0,14,-10
19430106,0,9,-105
19430107,0,10,-40
19430108,15,45,-33
19430109,0,29,17
19430110,0,17,-60
19430111,0,-40,-70
19430112,0,-48,-160
19430113,0,-30,-73
19430114,0,-1,-65
19430115,14,13,-55
19430116,7,-28,-41
19430117,3,-20,-50
19430118,0,-5,-31
19430119,0,-30,-94
19430120,0,-21,-50
19430121,0,-60,-120
19430122,0,-10,-145
19430123,0,20,-90
19430124,0,52,-40
19430125,0,23,-14
19430126,0,-30,-82
19430127,0,-72,-160
19430128,1,-55,-118
