Date,Precipitation,TMax,TMin
19510101,93,-28,-58
19510102,60,-57,-83
19510103,43,-51,-96
19510104,1,-64,-126
19510105,53,-68,-153
19510106,67,-61,-105
19510107,0,-54,-137
19510108,5,-48,-153
19510109,9,-70,-146
19510110,0,-52,-148
19510111,0,-20,-120
19510112,93,-44,-82
19510113,11,-80,-146
19510114,6,-92,-179
19510115,0,-27,-149
19510116,0,21,-55
19510117,18,-1,-65
19510118,7,-58,-125
19510119,2,2,-131
19510120,1,-26,-99
19510121,9,-55,-139
19510122,11,-97,-162
19510123,0,-59,-167
19510124,7,-53,-90
19510125,5,-53,-132
19510126,7,-92,-151
19510127,0,-40,-165
19510128,0,34,-101
19510129,9,-25,-83
19510130,0,-64,-110
19510131,5,-42,-95
19510201,0,-31,-109
19510202,7,-15,-101
19510203,264,-65,-102
19510204,90,-48,-97
19510205,19,-32,-60
19510206,14,-42,-68
19510207,14,-47,-100
19510208,0,-36,-149
19510209,0,-32,-90
19510210,19,-24,-106
19510211,20,-47,-111
19510212,12,-73,-166
19510213,1,-128,-175
19510214,0,-106,-196
19510215,0,-109,-200
19510216,0,-122,-202
19510217,0,-56,-186
19510218,0,-78,-150
19510219,2,-40,-132
19510220,4,-79,-143
19510221,0,15,-168
19510222,1,59,-57
19510223,9,-37,-115
19510224,17,-74,-156
19510225,0,-64,-186
19510226,19,-27,-73
19510227,5,-42,-108
19510228,0,-43,-146
19510301,25,65,-44
19510302,9,34,-45
19510303,35,-41,-108
19510304,3,-77,-130
19510305,2,-59,-125
19510306,29,-9,-85
19510307,0,37,-56
19510308,0,-14,-93
19510309,0,37,-114
19510310,0,80,4
19510311,50,46,-50
19510312,53,-46,-87
19510313,0,9,-97
19510314,0,40,-44
19510315,12,55,-54
19510316,0,14,-61
19510317,0,65,-55
19510318,0,109,33
19510319,0,69,-40
19510320,0,27,-47
19510321,5,28,-54
19510322,37,-7,-64
19510323,18,-12,-58
19510324,17,-4,-42
19510325,0,15,-48
19510326,0,4,-28
19510327,2,-26,-49
19510328,3,-13,-60
19510329,61,-29,-57
19510330,2,-26,-67
19510331,0,107,-45
19510401,0,117,19
19510402,0,54,-4
19510403,0,74,-14
19510404,0,62,10
19510405,0,57,-11
19510406,0,174,20
19510407,4,85,23
19510408,4,104,23
19510409,32,112,0
19510410,82,49,-23
19510411,0,5,-27
19510412,0,12,-22
19510413,1,6,-14
