Date,Precipitation,TMax,TMin
19460218,0,-406,-428
19460219,0,-394,-433
19460220,0,-389,-433
19460221,0,-394,-433
19460222,0,-400,-461
19460223,0,-389,-450
19460224,0,-294,-417
19460225,0,-267,-322
19460226,0,-256,-306
19460227,0,-217,-350
19460228,10,-194,-300
19460301,0,-267,-306
19460302,0,-189,-328
19460303,0,-178,-267
19460304,0,-256,-283
19460305,0,-244,-333
19460306,0,-283,-322
19460307,0,-261,-322
19460308,0,-244,-289
19460309,0,-239,-306
19460310,0,-244,-311
19460311,0,-233,-289
19460312,0,-200,-272
19460313,20,-161,-228
19460314,0,-156,-178
19460315,0,-178,-217
19460316,3,-172,-228
19460317,30,-111,-200
19460318,0,-117,-167
19460319,0,-161,-222
19460320,8,-156,-206
19460321,0,-250,-300
19460322,10,-167,-322
19460323,8,-133,-194
19460324,3,-117,-156
19460325,0,-228,-289
19460326,10,-161,-311
19460327,0,-172,-272
19460328,0,-261,-344
19460329,0,-256,-333
19460330,0,-211,-322
19460331,3,-139,-278
19460401,5,-61,-244
19460402,0,-111,-133
19460403,0,-122,-206
19460404,0,-222,-278
19460405,0,-211,-317
19460406,0,-183,-344
19460407,0,-233,-317
19460408,0,-256,-361
19460409,0,-200,-361
19460410,5,-56,-283
19460411,0,-6,-94
19460412,0,-150,-189
19460413,0,-167,-267
19460414,0,-122,-278
19460415,5,-150,-261
19460416,3,-144,-183
19460417,0,-167,-261
19460418,0,-189,-300
19460419,0,-156,-289
19460420,0,-106,-300
19460421,0,-56,-206
19460422,3,-44,-111
19460423,3,-50,-78
19460424,0,-128,-211
19460425,5,-67,-256
19460426,0,-28,-144
19460427,0,-39,-111
19460428,0,-39,-156
19460429,0,-33,-183
19460430,0,-22,-211
19460501,0,-44,-150
19460502,0,-56,-144
19460503,0,-28,-122
19460504,0,-50,-128
19460505,0,-33,-178
19460506,0,28,-111
19460507,3,22,-56
19460508,0,-33,-111
19460509,0,-61,-156
19460510,0,-72,-117
19460511,0,-72,-128
19460512,0,-50,-117
19460513,5,-22,-122
19460514,0,0,-72
19460515,0,-28,-111
19460516,0,-33,-156
19460517,0,-56,-178
19460518,0,-17,-178
19460519,0,22,-156
19460520,5,33,-61
19460521,0,-22,-72
19460522,0,-39,-83
19460523,0,11,-83
19460524,0,-39,-156
19460525,0,-39,-167
19460526,0,-28,-106
19460527,0,-44,-122
19460528,0,-39,-139
19460529,0,0,-139
19460530,0,11,-122
19460531,0,28,-111
19460601,0,28,-72
19460602,0,67,-83
19460603,0,72,-61
19460604,0,6,-67
19460605,0,0,-83
19460606,0,11,-61
19460607,0,-11,-72
19460608,0,0,-67
19460609,0,11,-72
19460610,0,11,-67
19460611,0,22,-39
19460612,0,17,-78
19460613,0,6,-72
19460614,5,22,-56
19460615,0,39,-67
19460616,0,83,-44
19460617,0,67,-50
19460618,0,78,-56
19460619,0,67,-17
19460620,0,50,-17
19460621,3,56,-11
19460622,0,39,-67
19460623,0,61,-17
19460624,0,56,-22
19460625,0,72,11
19460626,0,78,-6
19460627,0,128,6
19460628,0,133,0
19460629,0,167,-6
19460630,0,167,39
19460701,0,139,0
19460702,0,117,11
19460703,0,83,-11
19460704,0,83,6
19460705,3,83,-11
19460706,0,128,-11
19460707,0,156,33
19460708,0,167,39
19460709,0,106,44
19460710,0,128,44
19460711,0,144,50
19460712,0,144,61
19460713,0,172,44
19460714,0,194,44
19460715,0,150,61
19460716,0,172,50
19460717,0,144,89
19460718,0,222,56
19460719,0,244,133
19460720,0,200,111
19460721,15,150,56
19460722,0,117,22
19460723,0,133,44
19460724,0,156,6
19460725,0,144,61
19460726,0,144,61
19460727,127,144,33
19460728,0,167,100
19460729,0,189,100
19460730,0,211,94
19460731,0,239,117
19460801,0,156,111
19460802,0,172,100
19460803,36,150,94
19460804,0,178,100
19460805,0,161,83
19460806,0,128,94
19460807,0,128,94
19460808,23,117,83
19460809,3,178,56
19460810,0,189,50
19460811,0,178,56
19460812,0,133,106
19460813,0,94,44
19460814,0,111,67
19460815,0,128,11
19460816,0,178,56
19460817,0,183,50
19460818,0,150,56
19460819,0,178,50
19460820,0,167,78
19460821,0,139,56
19460822,0,178,111
19460823,0,217,89
19460824,0,211,106
19460825,0,94,50
19460826,0,106,44
19460827,0,144,17
19460828,0,183,61
19460829,0,144,83
19460830,0,89,11
19460831,0,67,11
19460904,5,56,6
19460905,10,44,-11
19460907,5,61,0
19460908,5,33,0
19460909,5,28,-11
19460910,0,44,-17
19460911,5,83,22
19460912,5,28,0
19460913,51,0,-22
19460914,99,11,-17
19460915,0,17,0
19490901,0,100,17
19490902,20,100,28
19490903,0,111,44
19490904,0,83,50
19490905,0,100,61
19490906,0,178,17
19490907,0,189,56
19490908,0,22,0
19490909,0,28,-6
19490910,0,50,6
19490911,0,94,-22
19490912,0,67,-22
19490913,0,44,0
19490914,0,67,-50
19490915,0,78,-33
19490916,0,83,-22
19490917,0,89,-22
19490918,0,72,-28
19490919,0,72,39
19491101,0,-178,-200
19491102,0,-200,-239
19491103,0,-89,-244
19491104,8,-61,-217
19491105,0,-50,-83
19491106,8,-100,-122
19491107,0,-128,-194
19491108,0,-189,-206
19491109,0,-239,-261
19491110,0,-244,-283
19491111,0,-144,-278
19491112,3,-78,-178
19491113,25,-39,-100
19491114,5,-61,-83
19491115,0,-83,-117
19491116,0,-122,-178
19491117,0,-139,-228
19491118,0,-150,-239
19491119,8,-167,-211
19491120,0,-261,-311
19491121,0,-261,-322
19491122,0,-283,-367
19491123,0,-289,-356
19491124,0,-289,-350
19491125,0,-283,-356
19491126,3,-189,-306
19491127,0,-172,-217
19491128,10,-172,-256
19491129,13,-172,-256
19491130,0,-289,-289
19491201,0,-206,-317
19491202,5,-183,-272
19491203,0,-172,-272
19491204,0,-256,-261
19491205,0,-189,-267
19491206,0,-200,-294
19491207,0,-222,-278
19491208,13,-189,-267
19491209,20,-167,-211
19491210,0,-167,-244
19491211,0,-256,-306
19491212,0,-244,-322
19491213,0,-256,-317
19491214,0,-239,-300
19491215,0,-206,-283
19491216,0,-189,-267
19491217,8,-183,-272
19491218,0,-256,-344
19491219,0,-317,-361
19491220,0,-294,-339
19491221,0,-322,-389
19491222,0,-350,-394
19491223,0,-311,-367
19491224,0,-328,-367
19491225,0,-344,-400
19491226,0,-356,-400
19491227,0,-383,-422
19491228,0,-356,-400
19491229,0,-417,-439
19491230,3,-250,-433
19491231,0,-211,-300
19500101,0,-239,-350
19500102,0,-339,-356
19500103,0,-400,-411
19500104,0,-367,-422
19500105,0,-389,-411
19500106,0,-339,-422
19500107,0,-311,-361
19500108,0,-344,-372
19500109,0,-361,-417
19500110,0,-417,-444
19500111,0,-422,-467
19500112,0,-411,-456
19500113,5,-344,-450
19500114,15,-383,-444
19500115,3,-389,-422
19500116,0,-439,-444
19500117,0,-422,-450
19500118,0,-367,-450
19500119,0,-350,-394
19500120,0,-400,-428
19500121,0,-411,-450
19500122,0,-400,-456
19500123,0,-389,-428
19500124,0,-433,-456
19500125,0,-383,-450
19500126,0,-394,-411
19500127,0,-428,-456
19500128,0,-411,-450
19500129,0,-417,-428
19500130,0,-439,-478
19500131,0,-439,-489
19500202,0,-433,-472
19500203,0,-444,-467
19500204,0,-350,-456
19500205,0,-311,-383
19500206,0,-278,-367
19500207,0,-283,-356
19500208,0,-267,-350
19500209,0,-289,-328
19500210,0,-278,-356
19500212,0,-183,-261
19500213,3,-156,-206
19500214,51,-156,-200
19500215,3,-211,-289
19500216,0,-256,-300
19500217,0,-294,-411
19500218,0,-389,-433
19500219,0,-361,-417
19500220,0,-317,-383
19500221,0,-294,-361
19500222,0,-344,-406
19500223,0,-278,-400
19500224,0,-267,-311
19500225,0,-250,-328
19500226,0,-339,-378
19500227,0,-278,-411
19500228,0,-317,-367
19500301,0,-339,-500
19500302,0,-333,-422
19500303,25,-256,-389
19500304,0,-283,-333
19500305,10,-200,-394
19500306,0,-211,-372
19500307,0,-311,-339
19500308,0,-300,-367
19500309,0,-317,-367
19500310,0,-294,-394
19500311,0,-272,-378
19500312,5,-228,-294
19500313,0,-256,-350
19500314,10,-61,-300
19500315,0,-211,-294
19500316,0,-200,-250
19500317,0,-139,-233
19500318,0,-172,-256
19500319,0,-189,-256
19500320,0,-206,-306
19500321,0,-178,-289
19500322,0,-167,-244
19500323,0,-183,-233
19500324,0,-194,-244
19500325,0,-239,-306
19500326,0,-189,-317
19500327,3,-200,-328
19500328,5,-100,-233
19500329,5,-72,-156
19500330,0,-222,-289
19500331,0,-200,-328
19500401,0,-222,-344
19500402,0,-211,-267
19500403,0,-233,-306
19500404,0,-267,-333
19500405,0,-239,-333
19500406,0,-200,-311
19500407,0,-156,-261
19500408,0,-122,-278
19500409,0,-161,-239
19500410,0,-233,-322
19500411,0,-150,-267
19500412,0,-94,-272
19500413,3,-17,-150
19500414,0,-33,-117
19500415,0,-117,-211
19500416,10,-89,-178
