19891103,7.05
19891201,13.45
19891202,11.75
19891203,7.6
19891204,9.25
19891205,11.15
19891206,12.45
19891207,16.95
19891208,16.6
19891209,13
19891210,17.1
19891211,17.65
19891212,10.05
19891213,7.75
19891214,5.9
19891215,9.25
19891216,13
19891217,13.7
19891218,13.45
19891219,14.85
19891220,6.55
19891221,6.85
19891222,9.45
19891223,11.25
19891224,13.15
19891225,16.5
19891226,9.05
19891228,8.45
19891229,9.65
19891230,11.95
19891231,13.05
19900101,12.85
19900102,2.7
19900103,9.65
19900104,8.8
19900105,11.9
19900106,10.5
19900107,12.55
19900108,12.8
19900109,16.75
19900110,15.1
19900111,18
19900112,15.3
19900113,11.7
19900114,10.35
19900115,4.65
19900116,7
19900117,8.5
19900118,9.55
19900119,11.65
19900120,9.2
19900121,11.05
19900122,10.25
19900123,15.2
19900124,18.25
19900125,11.75
19900126,11
19900127,12.65
19900128,7.9
19900129,11.7
19900130,13.45
19900131,10.1
19900201,8.65
19900202,9.35
19900203,10.5
19900204,10.8
19900205,7.75
19900206,10.1
19900207,10.55
19900209,12.2
19900210,13.7
19900211,12.4
19900212,13.75
19900213,13.15
19900214,13.6
19900215,16.25
19900216,16.25
19900217,14.35
19900218,10.15
19900219,12.25
19900220,13.35
19900221,14.75
19900223,10.95
19900224,13.1
19900225,12.65
19900226,15.2
19900227,13.05
19900228,12.7
19900301,14.4
19900302,13.75
19900303,14.65
19900304,16.7
19900305,13.8
19900306,7.9
19900307,6.4
19900308,11.05
19900309,12.4
19900310,9.75
19900311,7.25
19900312,6.25
19900313,8
19900314,10.75
19900315,8.1
19900316,8.05
19900317,9.65
19900318,6.85
19900319,12.05
19900320,10.8
19900321,9.45
19900322,11.5
19900323,13.75
19900325,18.55
19900326,14.55
19900327,16.75
19900328,10.1
19900329,10
19900330,11.05
19900331,8.75
19900401,9
19900402,7.9
19900403,9.1
19900404,10.75
19900405,14
19900406,13.75
19900407,9.2
19900408,8
19900410,8.5
19900411,11.65
19900412,13.75
19900413,12.55
19900414,9.75
19900415,6.55
19900416,6.55
19900417,8.7
19900418,8.3
19900419,8.5
19900420,10.25
19900421,6.25
19900422,9.1
19900423,8.65
19900424,9.3
19900425,8
19900427,6.85
19900428,6.7
19900429,5
19900430,6.8
19900501,10
19900502,7.2
19900503,8.9
19900504,11.45
19900505,9.3
19900506,4.8
19900507,6.5
19900508,8.05
19900509,8.7
19900510,7.8
19900511,7.6
19900512,7.2
19900513,2.65
19900514,2.85
19900515,2.7
19900516,3.8
19900517,3
19900518,3.25
19900519,4.75
19900520,2.5
19900521,4.65
19900522,3.7
19900523,5.05
19900524,3.35
19900525,4.4
19900526,6.65
19900527,4.95
19900528,9.05
19900529,5.5
19900530,3.1
19900531,4.05
19900601,5.55
19900602,5.05
19900603,5.45
19900604,6.45
19900605,3.85
19900607,4.65
19900608,5.7
19900609,6.8
19900610,6.75
19900611,4.05
19900612,3.45
19900613,5.15
19900614,5.6
19900615,5.8
19900616,5.75
19900617,0.6
19900618,3.05
19900619,3.5
19900620,5.45
19900621,4.55
19900622,5.2
19900623,6.15
19900624,5.55
19900625,3.65
19900626,1.3
19900628,1.05
19900629,4.2
19900630,5.65
19900701,3.25
19900702,3.4
19900703,2.25
19900704,3.4
19900705,-0.15
19900706,0.2
19900707,1.4
19900708,2.6
19900709,2.75
19900710,1.55
19900711,0.95
19900712,0.85
19900713,2
19900714,3.7
19900715,5.75
19900716,5.75
19900717,4.9
19900718,4.5
19900719,3.05
