Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Lincoln,4881,H32641,-43.648,172.463,11,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Rain: Daily
Station,Date(UTC),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
4881,19400101:2100,6.9,-,64.9,0.0,24,D
4881,19400102:2100,0.0,-,69.3,0.0,24,D
4881,19400103:2100,0.0,-,73.7,0.0,24,D
4881,19400104:2100,0.0,-,78.1,0.0,24,D
4881,19400105:2100,0.0,-,82.3,0.0,24,D
4881,19400106:2100,0.0,-,86.2,0.0,24,D
4881,19400107:2100,0.0,-,90.0,0.0,24,D
4881,19400108:2100,0.0,-,93.5,0.0,24,D
4881,19400109:2100,0.0,-,96.8,0.0,24,D
4881,19400110:2100,0.0,-,99.9,0.0,24,D
4881,19400111:2100,0.0,-,102.8,0.0,24,D
4881,19400112:2100,0.0,-,105.6,0.0,24,D
4881,19400113:2100,17.8,-,90.4,0.0,24,D
4881,19400114:2100,97.5,-,0.0,3.6,24,D
4881,19400115:2100,0.0,-,4.4,0.0,24,D
4881,19400116:2100,0.0,-,8.8,0.0,24,D
4881,19400117:2100,0.0,-,13.2,0.0,24,D
4881,19400118:2100,0.0,-,17.6,0.0,24,D
4881,19400119:2100,0.0,-,22.0,0.0,24,D
4881,19400120:2100,0.0,-,26.3,0.0,24,D
4881,19400121:2100,0.0,-,30.7,0.0,24,D
4881,19400122:2100,0.0,-,35.1,0.0,24,D
4881,19400123:2100,0.0,-,39.5,0.0,24,D
4881,19400124:2100,0.0,-,43.9,0.0,24,D
4881,19400125:2100,1.3,-,47.0,0.0,24,D
4881,19400126:2100,0.0,-,51.4,0.0,24,D
4881,19400127:2100,0.0,-,55.8,0.0,24,D
4881,19400128:2100,0.0,-,60.2,0.0,24,D
4881,19400129:2100,0.0,-,64.6,0.0,24,D
4881,19400130:2100,0.0,-,68.9,0.0,24,D
4881,19400131:2100,3.8,-,69.5,0.0,24,D
4881,19400201:2100,0.0,-,73.6,0.0,24,D
4881,19400202:2100,0.8,-,76.9,0.0,24,D
4881,19400203:2100,0.0,-,80.9,0.0,24,D
4881,19400204:2100,0.0,-,84.6,0.0,24,D
4881,19400205:2100,0.0,-,88.2,0.0,24,D
4881,19400206:2100,0.0,-,91.5,0.0,24,D
4881,19400207:2100,0.0,-,94.7,0.0,24,D
4881,19400208:2100,0.0,-,97.7,0.0,24,D
4881,19400209:2100,0.0,-,100.6,0.0,24,D
4881,19400210:2100,14.0,-,89.2,0.0,24,D
4881,19400211:2100,0.0,-,92.5,0.0,24,D
4881,19400212:2100,0.0,-,95.7,0.0,24,D
4881,19400213:2100,0.0,-,98.6,0.0,24,D
4881,19400214:2100,0.0,-,101.4,0.0,24,D
4881,19400215:2100,0.0,-,104.1,0.0,24,D
4881,19400216:2100,0.5,-,106.0,0.0,24,D
4881,19400217:2100,10.9,-,97.5,0.0,24,D
4881,19400218:2100,2.5,-,97.9,0.0,24,D
4881,19400219:2100,0.0,-,100.7,0.0,24,D
4881,19400220:2100,0.0,-,103.4,0.0,24,D
4881,19400221:2100,0.0,-,105.9,0.0,24,D
4881,19400222:2100,0.0,-,108.3,0.0,24,D
4881,19400223:2100,0.0,-,110.6,0.0,24,D
4881,19400224:2100,0.0,-,112.7,0.0,24,D
4881,19400225:2100,0.0,-,114.8,0.0,24,D
4881,19400226:2100,0.0,-,116.7,0.0,24,D
4881,19400227:2100,1.3,-,117.2,0.0,24,D
4881,19400228:2100,6.9,-,112.1,0.0,24,D
4881,19400229:2100,1.3,-,112.8,0.0,24,D
4881,19400301:2100,0.0,-,114.2,0.0,24,D
4881,19400302:2100,0.0,-,115.6,0.0,24,D
4881,19400303:2100,18.0,-,98.9,0.0,24,D
4881,19400304:2100,1.5,-,99.3,0.0,24,D
4881,19400305:2100,0.0,-,101.2,0.0,24,D
4881,19400306:2100,0.0,-,103.0,0.0,24,D
4881,19400307:2100,0.0,-,104.8,0.0,24,D
4881,19400308:2100,0.0,-,106.5,0.0,24,D
4881,19400309:2100,0.0,-,108.1,0.0,24,D
4881,19400310:2100,3.0,-,106.7,0.0,24,D
4881,19400311:2100,0.0,-,108.3,0.0,24,D
4881,19400312:2100,0.0,-,109.9,0.0,24,D
4881,19400313:2100,0.0,-,111.4,0.0,24,D
4881,19400314:2100,0.0,-,112.8,0.0,24,D
4881,19400315:2100,0.0,-,114.2,0.0,24,D
4881,19400316:2100,0.0,-,115.6,0.0,24,D
4881,19400317:2100,0.0,-,116.8,0.0,24,D
4881,19400318:2100,0.0,-,118.1,0.0,24,D
4881,19400319:2100,0.0,-,119.3,0.0,24,D
4881,19400320:2100,0.0,-,120.4,0.0,24,D
4881,19400321:2100,0.0,-,121.5,0.0,24,D
4881,19400322:2100,0.0,-,122.6,0.0,24,D
4881,19400323:2100,0.0,-,123.6,0.0,24,D
4881,19400324:2100,0.0,-,124.6,0.0,24,D
4881,19400325:2100,0.0,-,125.6,0.0,24,D
4881,19400326:2100,5.1,-,121.4,0.0,24,D
4881,19400327:2100,0.0,-,122.5,0.0,24,D
4881,19400328:2100,0.0,-,123.5,0.0,24,D
4881,19400329:2100,2.0,-,122.5,0.0,24,D
4881,19400330:2100,0.0,-,123.5,0.0,24,D
4881,19400331:2100,0.0,-,124.5,0.0,24,D
4881,19400401:2100,7.9,-,117.1,0.0,24,D
4881,19400402:2100,3.8,-,113.9,0.0,24,D
4881,19400403:2100,0.0,-,114.5,0.0,24,D
4881,19400404:2100,0.0,-,115.1,0.0,24,D
4881,19400405:2100,0.0,-,115.8,0.0,24,D
4881,19400406:2100,0.0,-,116.4,0.0,24,D
4881,19400407:2100,0.0,-,117.0,0.0,24,D
4881,19400408:2100,0.0,-,117.6,0.0,24,D
4881,19400409:2100,0.0,-,118.1,0.0,24,D
4881,19400410:2100,3.8,-,114.9,0.0,24,D
4881,19400411:2100,19.6,-,95.9,0.0,24,D
4881,19400412:2100,0.5,-,96.4,0.0,24,D
4881,19400413:2100,0.0,-,97.3,0.0,24,D
4881,19400414:2100,0.0,-,98.3,0.0,24,D
4881,19400415:2100,0.0,-,99.2,0.0,24,D
4881,19400416:2100,0.0,-,100.1,0.0,24,D
4881,19400417:2100,4.1,-,96.9,0.0,24,D
4881,19400418:2100,38.1,-,59.7,0.0,24,D
4881,19400419:2100,0.0,-,61.1,0.0,24,D
4881,19400420:2100,1.8,-,60.6,0.0,24,D
4881,19400421:2100,0.0,-,62.0,0.0,24,D
4881,19400422:2100,0.0,-,63.3,0.0,24,D
4881,19400423:2100,0.0,-,64.6,0.0,24,D
4881,19400424:2100,0.0,-,66.0,0.0,24,D
4881,19400425:2100,0.0,-,67.3,0.0,24,D
4881,19400426:2100,2.8,-,65.8,0.0,24,D
4881,19400427:2100,0.0,-,67.2,0.0,24,D
4881,19400428:2100,0.5,-,68.0,0.0,24,D
4881,19400429:2100,0.0,-,69.4,0.0,24,D
4881,19400430:2100,0.0,-,70.7,0.0,24,D
4881,19400501:2100,0.0,-,71.4,0.0,24,D
4881,19400502:2100,0.0,-,72.0,0.0,24,D
4881,19400503:2100,0.0,-,72.7,0.0,24,D
4881,19400504:2100,18.3,-,55.1,0.0,24,D
4881,19400505:2100,50.8,-,4.9,0.0,24,D
4881,19400506:2100,5.8,-,0.0,0.2,24,D
4881,19400507:2100,24.6,-,0.0,23.9,24,D
4881,19400508:2100,13.7,-,0.0,13.0,24,D
4881,19400509:2100,1.3,-,0.0,0.6,24,D
4881,19400510:2100,0.8,-,0.0,0.1,24,D
4881,19400511:2100,0.3,-,0.4,0.0,24,D
4881,19400512:2100,0.0,-,1.0,0.0,24,D
4881,19400513:2100,1.5,-,0.2,0.0,24,D
4881,19400514:2100,0.0,-,0.9,0.0,24,D
4881,19400515:2100,0.0,-,1.6,0.0,24,D
4881,19400516:2100,0.0,-,2.2,0.0,24,D
4881,19400517:2100,0.0,-,2.9,0.0,24,D
4881,19400518:2100,2.0,-,1.6,0.0,24,D
4881,19400519:2100,12.7,-,0.0,10.5,24,D
4881,19400520:2100,0.0,-,0.7,0.0,24,D
4881,19400521:2100,0.0,-,1.3,0.0,24,D
4881,19400522:2100,0.5,-,1.5,0.0,24,D
4881,19400523:2100,14.0,-,0.0,11.8,24,D
4881,19400524:2100,0.5,-,0.2,0.0,24,D
4881,19400525:2100,0.0,-,0.8,0.0,24,D
4881,19400526:2100,19.1,-,0.0,17.6,24,D
4881,19400527:2100,5.8,-,0.0,5.1,24,D
4881,19400528:2100,10.2,-,0.0,9.5,24,D
4881,19400529:2100,0.3,-,0.4,0.0,24,D
4881,19400530:2100,0.0,-,1.0,0.0,24,D
4881,19400531:2100,0.0,-,1.7,0.0,24,D
4881,19400601:2100,0.0,-,2.1,0.0,24,D
4881,19400602:2100,0.0,-,2.5,0.0,24,D
4881,19400603:2100,1.3,-,1.6,0.0,24,D
4881,19400604:2100,2.8,-,0.0,0.9,24,D
4881,19400605:2100,0.0,-,0.4,0.0,24,D
4881,19400606:2100,1.3,-,0.0,0.5,24,D
4881,19400607:2100,0.3,-,0.1,0.0,24,D
4881,19400608:2100,0.0,-,0.5,0.0,24,D
4881,19400609:2100,7.1,-,0.0,6.3,24,D
4881,19400610:2100,0.3,-,0.1,0.0,24,D
4881,19400611:2100,8.4,-,0.0,7.9,24,D
4881,19400612:2100,0.0,-,0.4,0.0,24,D
4881,19400613:2100,0.0,-,0.8,0.0,24,D
4881,19400614:2100,0.0,-,1.2,0.0,24,D
4881,19400615:2100,0.0,-,1.5,0.0,24,D
4881,19400616:2100,0.0,-,1.9,0.0,24,D
4881,19400617:2100,0.0,-,2.3,0.0,24,D
4881,19400618:2100,0.0,-,2.7,0.0,24,D
4881,19400619:2100,0.0,-,3.1,0.0,24,D
4881,19400620:2100,0.0,-,3.4,0.0,24,D
4881,19400621:2100,0.0,-,3.8,0.0,24,D
4881,19400622:2100,0.0,-,4.2,0.0,24,D
4881,19400623:2100,0.0,-,4.6,0.0,24,D
4881,19400624:2100,0.0,-,5.0,0.0,24,D
4881,19400625:2100,0.0,-,5.4,0.0,24,D
4881,19400626:2100,0.0,-,5.7,0.0,24,D
4881,19400627:2100,0.0,-,6.1,0.0,24,D
4881,19400628:2100,0.0,-,6.5,0.0,24,D
4881,19400629:2100,0.0,-,6.9,0.0,24,D
4881,19400630:2100,9.4,-,0.0,2.1,24,D
4881,19400701:2100,0.0,-,0.3,0.0,24,D
4881,19400702:2100,0.0,-,0.7,0.0,24,D
4881,19400703:2100,4.3,-,0.0,3.3,24,D
4881,19400704:2100,2.5,-,0.0,2.2,24,D
4881,19400705:2100,1.3,-,0.0,1.0,24,D
4881,19400706:2100,12.7,-,0.0,12.4,24,D
4881,19400707:2100,2.8,-,0.0,2.5,24,D
4881,19400708:2100,0.0,-,0.3,0.0,24,D
4881,19400709:2100,0.0,-,0.7,0.0,24,D
4881,19400710:2100,0.0,-,1.0,0.0,24,D
4881,19400711:2100,0.5,-,0.9,0.0,24,D
4881,19400712:2100,1.3,-,0.0,0.1,24,D
4881,19400713:2100,4.3,-,0.0,4.0,24,D
4881,19400714:2100,0.3,-,0.0,0.0,24,D
4881,19400715:2100,0.3,-,0.1,0.0,24,D
4881,19400716:2100,5.6,-,0.0,5.2,24,D
4881,19400717:2100,0.5,-,0.0,0.2,24,D
4881,19400718:2100,0.5,-,0.0,0.2,24,D
4881,19400719:2100,0.0,-,0.3,0.0,24,D
4881,19400720:2100,0.0,-,0.7,0.0,24,D
4881,19400721:2100,0.0,-,1.0,0.0,24,D
4881,19400722:2100,0.0,-,1.4,0.0,24,D
4881,19400723:2100,0.0,-,1.7,0.0,24,D
4881,19400724:2100,0.0,-,2.1,0.0,24,D
4881,19400725:2100,1.3,-,1.1,0.0,24,D
4881,19400726:2100,16.5,-,0.0,15.0,24,D
4881,19400727:2100,0.0,-,0.3,0.0,24,D
4881,19400728:2100,0.0,-,0.7,0.0,24,D
4881,19400729:2100,0.0,-,1.0,0.0,24,D
4881,19400730:2100,0.0,-,1.4,0.0,24,D
4881,19400731:2100,2.5,-,0.0,0.8,24,D
4881,19400801:2100,1.3,-,0.0,0.4,24,D
4881,19400802:2100,1.3,-,0.0,0.4,24,D
4881,19400803:2100,0.0,-,0.9,0.0,24,D
4881,19400804:2100,0.0,-,1.7,0.0,24,D
4881,19400805:2100,0.0,-,2.6,0.0,24,D
4881,19400806:2100,0.0,-,3.4,0.0,24,D
4881,19400807:2100,0.0,-,4.3,0.0,24,D
4881,19400808:2100,1.0,-,4.1,0.0,24,D
4881,19400809:2100,2.5,-,2.5,0.0,24,D
4881,19400810:2100,0.0,-,3.3,0.0,24,D
4881,19400811:2100,1.3,-,2.9,0.0,24,D
4881,19400812:2100,0.5,-,3.2,0.0,24,D
4881,19400813:2100,0.0,-,4.1,0.0,24,D
4881,19400814:2100,13.5,-,0.0,8.5,24,D
4881,19400815:2100,0.0,-,0.9,0.0,24,D
4881,19400816:2100,0.8,-,0.9,0.0,24,D
4881,19400817:2100,0.0,-,1.8,0.0,24,D
4881,19400818:2100,0.0,-,2.6,0.0,24,D
4881,19400819:2100,0.0,-,3.5,0.0,24,D
4881,19400820:2100,0.0,-,4.3,0.0,24,D
4881,19400821:2100,0.0,-,5.2,0.0,24,D
4881,19400822:2100,0.0,-,6.0,0.0,24,D
4881,19400823:2100,6.9,-,0.0,0.0,24,D
4881,19400824:2100,0.0,-,0.9,0.0,24,D
4881,19400825:2100,0.0,-,1.7,0.0,24,D
4881,19400826:2100,0.0,-,2.6,0.0,24,D
4881,19400827:2100,0.0,-,3.4,0.0,24,D
4881,19400828:2100,0.0,-,4.3,0.0,24,D
4881,19400829:2100,0.0,-,5.1,0.0,24,D
4881,19400830:2100,0.0,-,6.0,0.0,24,D
4881,19400831:2100,0.5,-,6.3,0.0,24,D
4881,19400901:2100,0.0,-,7.7,0.0,24,D
4881,19400902:2100,0.5,-,8.5,0.0,24,D
4881,19400903:2100,1.0,-,8.8,0.0,24,D
4881,19400904:2100,3.0,-,7.1,0.0,24,D
4881,19400905:2100,19.1,-,0.0,10.7,24,D
4881,19400906:2100,38.6,-,0.0,37.3,24,D
4881,19400907:2100,0.3,-,1.0,0.0,24,D
4881,19400908:2100,0.0,-,2.3,0.0,24,D
4881,19400909:2100,0.5,-,3.2,0.0,24,D
4881,19400910:2100,1.3,-,3.2,0.0,24,D
4881,19400911:2100,0.0,-,4.5,0.0,24,D
4881,19400912:2100,0.0,-,5.8,0.0,24,D
4881,19400913:2100,0.0,-,7.1,0.0,24,D
4881,19400914:2100,0.0,-,8.4,0.0,24,D
4881,19400915:2100,16.0,-,0.0,6.2,24,D
4881,19400916:2100,0.0,-,1.3,0.0,24,D
4881,19400917:2100,0.0,-,2.6,0.0,24,D
4881,19400918:2100,0.0,-,4.0,0.0,24,D
4881,19400919:2100,0.0,-,5.3,0.0,24,D
4881,19400920:2100,0.0,-,6.6,0.0,24,D
4881,19400921:2100,0.0,-,7.9,0.0,24,D
4881,19400922:2100,0.0,-,9.2,0.0,24,D
