Date,TMax,TMin
19570101,291,129
19570102,368,151
19570103,248,147
19570104,228,123
19570105,254,136
19570106,222,127
19570107,204,118
19570108,218,112
19570109,281,122
19570110,235,112
19570111,328,111
19570112,401,184
19570113,252,183
19570114,290,129
19570115,250,151
19570116,253,144
19570117,361,144
19570118,381,156
19570119,225,167
19570120,247,173
19570121,257,114
19570122,290,136
19570123,281,196
19570124,246,124
19570125,207,139
19570126,204,122
19570127,272,9999
19570128,351,118
19570129,378,194
19570130,313,256
19570131,259,189
19570201,307,178
19570202,211,167
19570203,226,144
19570204,311,144
19570205,323,183
19570206,276,179
19570207,242,153
19570208,253,114
19570209,358,161
19570210,223,128
19570211,216,128
19570212,289,123
19570213,357,178
19570214,383,236
19570215,207,118
19570216,225,122
19570217,273,123
19570218,358,123
19570219,406,231
19570220,209,178
19570221,201,142
19570222,222,139
19570223,246,118
19570224,239,106
19570225,217,139
19570226,325,131
19570227,380,189
19570228,251,136
19570301,239,139
19570302,244,117
19570303,9999,9999
19570304,221,106
19570305,261,153
19570306,283,144
19570307,350,167
19570308,346,211
19570309,217,106
19570310,9999,9999
19570311,239,96
19570312,272,156
19570313,194,149
19570314,203,78
19570315,211,104
19570316,206,119
19570317,270,112
19570318,318,118
19570319,333,163
19570320,283,112
19570321,362,175
19570322,218,168
19570323,204,148
19570324,206,122
19570325,283,122
19570326,322,161
19570327,206,123
19570328,207,131
19570329,278,108
19570330,237,144
19570331,9999,9999
19570401,183,106
19570402,200,100
19570403,234,116
19570404,360,128
19570405,322,167
19570406,210,128
19570407,242,131
19570408,323,103
19570409,173,109
19570410,192,106
19570411,233,86
19570412,274,117
19570413,211,94
19570414,9999,9999
19570415,267,83
19570416,228,172
19570417,189,122
19570418,244,100
19570419,9999,9999
19570420,211,106
19570421,9999,9999
19570422,275,133
19570423,214,111
19570424,233,119
19570425,208,128
19570426,250,100
19570427,244,128
19570428,9999,9999
19570429,206,122
19570430,200,131
19570501,139,83
19570502,167,94
19570503,183,94
19570504,233,83
19570505,9999,9999
19570506,244,83
19570507,250,133
19570508,269,148
19570509,251,102
19570510,283,127
19570511,201,62
19570512,291,58
19570513,198,131
19570514,190,62
19570515,250,94
19570516,200,129
19570517,178,117
19570518,168,58
19570519,128,44
19570520,139,44
19570521,153,79
19570522,139,79
19570523,129,87
19570524,166,64
19570525,184,83
19570526,217,78
19570527,226,73
19570528,233,108
19570529,206,123
19570530,211,108
19570531,221,150
19570601,243,136
19570602,244,133
19570603,261,136
19570604,257,156
19570605,240,125
19570606,228,134
19570607,223,133
19570608,251,147
19570609,240,144
19570610,239,145
19570611,228,153
19570612,196,111
19570613,207,106
19570614,161,111
19570615,196,72
19570616,195,72
19570617,191,139
19570618,181,110
19570619,207,118
19570620,153,111
19570621,167,106
19570622,160,121
19570623,194,116
19570624,183,111
19570625,185,108
19570626,201,122
19570627,227,134
19570628,169,100
19570629,151,83
19570630,150,73
19570701,144,72
19570702,137,39
19570703,167,84
19570704,138,69
19570705,135,50
19570706,117,44
19570707,139,44
19570708,194,40
19570709,128,61
19570710,133,53
19570711,140,64
19570712,142,61
19570713,128,89
19570714,125,73
19570715,144,68
19570716,151,69
19570717,133,56
19570718,139,78
19570719,146,66
19570720,110,61
19570721,123,39
19570722,131,31
19570723,126,61
19570724,127,61
19570725,147,38
19570726,147,44
19570727,146,42
19570728,148,78
19570729,134,64
19570730,150,50
19570731,150,53
19570801,169,77
19570802,177,81
19570803,144,78
19570804,183,56
19570805,228,50
19570806,214,94
19570807,184,113
19570808,156,69
19570809,132,42
19570810,127,46
19570811,128,18
19570812,159,18
19570813,120,44
19570814,128,72
