Date,TMax,TMin
19510101,21,-123
19510102,23,-127
19510103,59,-114
19510104,7,-109
19510105,9,-127
19510106,6,-147
19510107,-73,-147
19510108,-95,-146
19510109,-58,-182
19510110,-62,-180
19510111,-86,-215
19510112,-86,-219
19510113,-59,-204
19510114,-16,-168
19510115,19,-138
19510116,-26,-146
19510117,-42,-147
19510118,-3,-164
19510119,-77,-176
19510120,-79,-220
19510121,-67,-214
19510122,-45,-186
19510123,-24,-170
19510124,-16,-166
19510125,-5,-170
19510126,30,-142
19510127,37,-151
19510128,45,-138
19510129,31,-138
19510130,27,-126
19510131,1,-124
19510201,-12,-128
19510202,-6,-99
19510203,-30,-148
19510204,-12,-141
19510205,20,-152
19510206,22,-124
19510207,10,-97
19510208,9,-89
19510209,-14,-138
19510210,13,-137
19510211,-38,-134
19510212,26,-123
19510213,38,-128
19510214,1,-78
19510215,61,-132
19510216,86,-81
19510217,101,-82
19510218,124,-80
19510219,26,-56
19510220,61,-37
19510221,50,-79
19510222,8,-96
19510223,-38,-128
19510224,17,-118
19510225,-24,-119
19510226,-20,-162
19510227,-165,-234
19510228,-106,-219
19510301,-45,-207
19510302,6,-148
19510303,26,-76
19510304,17,-86
19510305,-18,-98
19510306,97,-148
19510307,104,-88
19510308,100,0
19510309,120,-65
19510310,62,-60
19510311,55,-70
19510312,84,-18
19510313,94,-28
19510314,101,2
19510315,145,-21
19510316,127,-20
19510317,54,-55
19510318,102,-92
19510319,130,-84
19510320,148,-35
19510321,140,-42
19510322,75,-15
19510323,120,-10
19510324,162,-44
19510325,40,-35
19510326,69,-80
19510327,70,-118
19510328,127,-57
19510329,149,-17
19510330,80,-15
19510331,72,-70
19510401,40,-82
19510402,98,-90
19510403,120,-30
19510404,149,15
19510405,158,-10
19510406,115,-52
19510407,156,3
19510408,157,-28
19510409,116,-15
19510410,135,-55
19510411,173,-21
19510412,113,-27
19510413,149,-6
19510414,140,-18
19510415,144,-22
19510416,155,-20
19510417,146,25
19510418,87,-10
19510419,146,-15
19510420,162,-22
19510421,173,-2
19510422,185,21
19510423,195,10
19510424,211,16
19510425,229,48
19510426,105,15
19510427,140,-9
19510428,155,-26
19510429,166,12
19510430,233,7
19510501,249,47
19510502,146,25
19510503,160,55
19510504,190,90
19510505,219,72
19510506,242,76
19510507,270,73
19510508,274,119
19510509,293,108
19510510,270,94
19510511,255,134
19510512,276,120
19510513,286,108
19510514,215,96
19510515,201,35
19510516,223,12
19510517,209,25
19510518,257,48
19510519,281,92
19510520,312,124
19510521,334,109
19510522,222,142
19510523,280,118
19510524,318,128
19510525,323,134
19510526,250,112
19510527,173,101
19510528,252,85
19510529,314,121
19510530,328,135
19510531,336,179
19510601,224,120
19510602,227,124
19510603,236,93
19510604,244,166
19510605,295,156
19510606,302,151
19510607,327,150
19510608,302,165
19510609,334,145
19510610,331,122
19510611,340,150
19510612,329,200
19510613,335,170
19510614,331,169
19510615,280,160
19510616,199,102
19510617,198,116
19510618,207,82
19510619,198,119
19510620,178,141
19510621,189,140
19510622,245,151
19510623,256,168
19510624,280,175
19510625,318,149
19510626,341,164
19510627,337,189
19510628,330,185
19510629,354,186
19510630,263,141
19510701,198,97
19510702,256,105
19510703,276,126
19510704,304,153
19510705,304,162
19510706,325,186
19510707,249,186
19510708,311,175
19510709,324,161
19510710,296,165
19510711,303,143
19510712,303,158
19510713,240,150
19510714,288,143
19510715,315,152
19510716,278,170
19510717,317,146
19510718,323,159
19510719,312,152
19510720,330,130
19510721,350,147
19510722,348,206
19510723,302,196
19510724,301,172
19510725,230,164
19510726,300,152
19510727,295,173
19510728,301,173
19510729,306,162
19510730,282,177
19510731,320,149
19510801,340,160
19510802,347,169
19510803,357,170
19510804,337,182
19510805,267,169
19510806,322,163
19510807,330,139
19510808,344,165
19510809,302,170
19510810,303,174
19510811,334,148
19510812,280,181
19510813,320,180
19510814,277,165
19510815,260,132
19510816,290,105
19510817,280,117
19510818,318,156
19510819,262,122
19510820,308,155
19510821,328,157
19510822,286,156
19510823,251,147
19510824,295,112
19510825,297,135
19510826,293,162
19510827,315,140
19510828,234,141
19510829,217,130
19510830,262,145
19510831,265,130
19510901,238,150
19510902,295,160
19510903,310,142
19510904,307,126
19510905,232,145
19510906,236,78
19510907,245,67
19510908,275,82
19510909,270,114
19510910,278,103
19510911,273,103
19510912,261,106
19510913,231,65
19510914,236,90
19510915,252,89
19510916,223,62
19510917,238,55
19510918,242,65
19510919,223,104
19510920,268,61
19510921,150,69
19510922,135,48
19510923,216,67
19510924,238,74
19510925,237,78
19510926,229,128
19510927,181,84
19510928,200,69
19510929,205,44
19510930,203,45
19511001,248,58
19511002,245,76
19511003,247,82
19511004,257,92
19511005,238,91
19511006,269,85
19511007,290,97
19511008,250,83
19511009,265,78
19511010,235,77
19511011,205,72
19511012,245,77
19511013,269,75
19511014,203,71
19511015,202,75
19511016,152,12
19511017,91,-2
19511018,116,-2
19511019,93,10
19511020,96,1
19511021,94,7
19511022,144,-16
19511023,107,-10
19511024,127,-26
19511025,151,-10
19511026,166,8
19511027,181,39
19511028,192,9
19511029,170,7
19511030,165,33
19511031,210,10
19511101,167,4
19511102,117,-6
19511103,77,-22
19511104,40,-12
19511105,52,-23
19511106,67,-56
19511107,82,-52
19511108,85,-17
19511109,133,-37
19511110,124,1
19511111,158,-10
19511112,112,2
19511113,107,-3
19511114,87,-21
19511115,99,-12
19511116,99,-46
19511117,102,-14
19511118,104,-32
19511119,127,-29
19511120,20,-175
19511121,-92,-180
19511122,-72,-171
19511123,-54,-118
19511124,14,-135
19511125,9,-130
19511126,-3,-121
19511127,-35,-136
19511128,31,-136
19511129,22,-103
19511130,57,-92
19511201,38,-81
19511202,15,-76
19511203,30,-120
19511204,43,-118
19511205,48,-102
19511206,38,-101
19511207,15,-93
19511208,16,-86
19511209,81,-62
19511210,90,-81
19511211,56,-84
19511212,48,-88
19511213,37,-104
19511214,6,-142
19511215,-1,-142
19511216,30,-127
19511217,36,-116
19511218,71,-108
19511219,62,-118
19511220,67,-105
19511221,17,-95
19511222,16,-87
19511223,71,-96
19511224,22,-96
19511225,2,-117
19511226,2,-86
19511227,2,-102
19511228,-25,-123
19511229,-41,-133
19511230,-75,-166
19511231,-32,-151
19520101,-20,-155
19520102,-34,-180
19520103,-71,-165
19520104,-66,-182
19520105,-70,-166
19520106,-41,-192
19520107,-53,-206
19520108,-41,-189
19520109,-25,-173
19520110,-6,-146
19520111,-3,-147
19520112,7,-155
19520113,10,-115
19520114,-8,-157
19520115,-5,-140
19520116,40,-145
19520117,9,-127
19520118,58,-119
19520119,9,-66
19520120,62,-91
19520121,14,-64
19520122,47,-109
19520123,11,-90
19520124,72,-126
19520125,98,-79
19520126,77,-67
19520127,45,-96
19520128,36,-101
19520129,5,-98
19520130,22,-107
19520131,16,-123
19520201,8,-142
19520202,9,-117
19520203,18,-115
19520204,0,-150
19520205,-31,-132
19520206,17,-107
19520207,49,-118
19520208,60,-105
19520209,90,-91
19520210,62,-102
19520211,40,-90
19520212,57,-84
19520213,-30,-80
19520214,-63,-197
19520215,-83,-236
19520216,-130,-184
19520217,-137,-267
19520218,-110,-316
19520219,-55,-234
19520220,0,-187
19520221,-21,-199
19520222,-54,-212
19520223,-16,-165
19520224,33,-131
19520225,2,-105
19520226,30,-123
19520227,20,-91
19520228,15,-118
19520229,-32,-76
19520301,-12,-94
19520302,18,-136
19520303,24,-88
19520304,57,-80
19520305,66,-64
19520306,96,-53
19520307,81,-39
19520308,39,-49
19520309,106,-72
19520310,54,-43
19520311,123,-21
19520312,180,-37
19520313,205,-21
19520314,137,-12
19520315,109,-28
19520316,84,-25
19520317,11,-73
19520318,20,-72
19520319,62,-82
19520320,74,-20
19520321,147,-10
19520322,142,-51
19520323,149,-35
19520324,142,15
19520325,124,-1
19520326,146,-33
19520327,169,13
19520328,131,10
19520329,106,30
19520330,102,-14
19520331,123,-22
19520401,124,-10
19520402,196,4
19520403,220,21
19520404,215,26
19520405,178,21
19520406,199,44
19520407,251,63
19520408,195,58
19520409,252,-7
19520410,11,-38
19520411,65,-16
19520412,125,-29
19520413,118,14
19520414,222,0
19520415,272,67
19520416,224,60
19520417,244,31
19520418,199,54
19520419,174,33
19520420,233,20
19520421,153,72
19520422,182,70
19520423,190,49
19520424,230,14
19520425,240,71
19520426,133,43
19520427,159,-1
19520428,237,45
19520429,274,100
19520430,273,128
19520501,201,81
19520502,217,89
19520503,257,78
19520504,310,73
19520505,239,104
19520506,172,48
19520507,90,48
19520508,170,42
19520509,249,65
19520510,276,102
19520511,281,107
19520512,266,142
19520513,273,118
19520514,167,117
19520515,182,99
19520516,180,100
19520517,147,69
19520518,228,46
19520519,257,93
19520520,281,95
19520521,296,120
19520522,230,110
19520523,248,80
19520524,213,53
19520525,231,78
19520526,230,78
19520527,250,93
19520528,232,62
19520529,268,82
19520530,255,96
19520531,251,123
19520601,271,137
19520602,291,122
19520603,326,139
19520604,345,125
19520605,331,152
19520606,347,154
19520607,319,145
19520608,248,134
19520609,289,136
19520610,304,185
19520611,217,127
19520612,287,116
19520613,309,138
19520614,262,127
19520615,267,124
19520616,280,109
19520617,299,102
19520618,323,107
19520619,323,167
19520620,342,167
19520621,337,170
19520622,322,159
19520623,345,158
19520624,342,158
19520625,257,176
19520626,316,144
19520627,296,189
19520628,256,120
19520629,297,84
19520630,274,140
19520701,275,162
19520702,253,171
19520703,260,165
19520704,313,170
19520705,347,156
19520706,351,154
19520707,343,149
19520708,330,157
19520709,214,143
19520710,155,124
19520711,262,139
19520712,248,155
19520713,317,146
19520714,329,187
19520715,364,190
19520716,380,172
19520717,367,187
19520718,370,180
19520719,345,191
19520720,349,190
19520721,305,196
19520722,300,180
19520723,279,174
19520724,185,152
19520725,205,152
19520726,219,160
19520727,227,172
19520728,183,147
