Date,TMax,TMin
19440102,9999,9999
19440103,9999,9999
19440113,9999,9999
19440114,9999,9999
19440115,9999,9999
19440116,9999,9999
19440118,9999,9999
19440119,9999,9999
19440124,9999,9999
19440125,9999,9999
19440126,9999,9999
19440201,-78,-233
19440202,-206,-256
19440203,-256,-322
19440204,-222,-394
19440205,-239,-350
19440206,-256,-372
19440207,-233,-306
19440208,-239,-372
19440209,-217,-400
19440210,-133,-300
19440211,-61,-183
19440212,-139,-222
19440213,-200,-244
19440214,-161,-372
19440215,-161,-233
19440216,-217,-367
19440217,-89,-306
19440218,-133,-239
19440219,-94,-267
19440220,-100,-206
19440221,-39,-283
19440222,-56,-161
19440223,-128,-289
19440224,-206,-256
19440225,-189,-367
19440226,-156,-233
19440227,-244,-306
19440228,-244,-367
19440229,-200,-400
19440301,-150,-261
19440302,-150,-322
19440303,-133,-278
19440304,-139,-344
19440305,-117,-211
19440306,-72,-283
19440307,-61,-278
19440308,-39,-172
19440309,39,-89
19440310,-111,-206
19440311,-200,-328
19440312,-150,-328
19440313,-94,-339
19440314,-56,-172
19440315,-89,-144
19440316,-94,-233
19440317,-67,-217
19440318,-50,-128
19440319,-28,-233
19440320,-28,-78
19440321,-67,-172
19440322,-144,-172
19440323,-128,-267
19440324,-67,-250
19440325,-67,-189
19440326,-44,-222
19440327,-39,-194
19440328,17,-106
19440329,67,-44
19440330,39,-61
19440331,-61,-183
19440401,-106,-283
19440402,-28,-217
19440403,72,-44
19440404,-6,-72
19440405,-39,-200
19440406,-61,-83
19440407,-6,-94
19440408,6,-44
19440409,78,-67
19440410,122,-6
19440411,139,17
19440412,150,-11
19440413,83,11
19440414,106,17
19440415,122,33
19440416,156,6
19440417,144,0
19440418,94,-6
19440419,78,-17
19440420,67,0
19440421,89,-17
19440422,167,0
19440423,211,56
19440424,211,67
19440425,178,61
19440426,206,44
19440427,189,22
19440428,56,17
19440429,128,-56
19440430,178,39
19440501,44,22
19440502,72,-39
19440503,106,-28
19440504,200,67
19440505,128,67
19440506,133,11
19440507,128,39
19440508,111,67
19440509,17,-89
19440510,67,-72
19440511,144,-39
19440512,206,28
19440513,150,122
19440514,56,11
19440515,122,-39
19440516,178,61
19440517,122,56
19440518,150,50
19440519,233,100
19440520,194,128
19440521,144,94
19440522,156,67
19440523,183,61
19440524,161,67
19440525,150,44
19440526,178,56
19440527,256,39
19440528,278,106
19440529,206,106
19440530,172,11
19440531,200,72
19440601,94,67
19440602,150,56
19440603,133,61
19440604,194,67
19440605,239,28
19440606,272,67
19440607,289,72
19440608,283,100
19440609,250,139
19440610,250,67
19440611,250,139
19440612,189,128
19440613,128,128
19440614,100,78
19440615,144,67
19440616,206,22
19440617,228,67
19440618,267,94
19440619,178,122
19440620,194,72
19440621,139,61
19440622,117,56
19440623,150,0
19440624,161,50
19440625,178,94
19440626,178,78
19440627,222,83
19440628,228,89
19440629,289,117
19440630,250,89
19440701,167,106
19440702,211,39
19440703,156,83
19440704,239,50
19440705,178,94
19440706,189,44
19440707,189,78
19440708,167,100
19440709,244,44
19440710,172,122
19440711,244,39
19440712,267,111
19440713,239,94
19440714,194,117
19440715,244,72
19440716,206,122
19440717,222,139
19440718,256,72
19440719,311,94
19440720,322,122
19440721,272,111
19440722,233,83
19440723,183,139
19440724,178,139
19440725,167,128
19440726,211,67
19440727,211,111
19440728,200,89
19440729,228,100
19440730,228,128
19440731,211,61
19440801,233,100
19440802,228,44
19440803,250,56
19440804,244,72
19440805,250,144
19440806,211,111
19440807,200,100
19440808,278,78
19440809,161,144
19440810,150,106
19440811,206,6
19440812,194,100
19440813,133,39
19440814,172,6
19440815,200,17
19440816,189,28
19440817,228,56
19440818,211,106
19440819,217,111
19440820,150,61
19440821,200,-28
19440822,228,39
19440823,272,83
19440824,289,100
19440825,178,78
19440826,200,33
19440827,228,61
19440828,228,61
19440829,194,33
19440830,217,61
19440831,194,100
19440901,200,44
19440902,217,83
19440903,150,-6
19440904,100,28
19440905,183,0
19440906,233,117
19440907,200,44
19440908,183,44
19440909,217,61
19440910,194,78
19440911,144,0
19440912,267,83
19440913,211,100
19440914,128,78
19440915,144,94
19440916,167,100
19440917,117,67
19440918,67,50
19440919,111,0
19440920,122,50
19440921,106,-6
19440922,139,-44
19440923,94,61
19440924,106,33
19440925,139,11
19440926,106,0
19440927,111,-28
19440928,-6,-22
19440929,-11,-50
19440930,28,-72
19441001,50,-39
19441002,89,17
19441003,72,17
19441004,56,28
19441005,61,11
19441006,133,-17
19441007,161,17
19441008,178,83
19441009,133,56
19441010,178,11
19441011,206,78
19441012,106,17
19441013,83,11
19441014,183,33
19441015,178,-17
19441016,150,22
19441017,61,22
19441018,161,6
19441019,67,17
19441020,89,-44
19441021,61,-61
19441022,-6,-50
19441023,33,-39
19441024,33,-72
19441025,89,-44
19441026,17,-17
19441027,-33,-100
19441028,-11,-61
19441029,-22,-50
19441030,-50,-94
19441031,-106,-139
19441101,9999,9999
19441102,9999,9999
19441103,9999,9999
