Date,TMax,TMin
19330101,13,9999
19330102,-14,9999
19330103,5,9999
19330104,17,9999
19330105,20,9999
19330106,-8,9999
19330107,-17,9999
19330108,-38,9999
19330109,-18,9999
19330110,-16,9999
19330111,-36,9999
19330112,-69,9999
19330113,-56,9999
19330114,-53,9999
19330115,-43,9999
19330116,-54,9999
19330117,-78,9999
19330118,-145,9999
19330119,-223,9999
19330120,-200,9999
19330121,-175,9999
19330122,-210,9999
19330123,-196,9999
19330124,-70,9999
19330125,-54,9999
19330126,-115,9999
19330127,-56,9999
19330128,-55,9999
19330129,-93,9999
19330130,-138,9999
19330131,-106,9999
19330201,-106,-141
19330202,-82,-147
19330203,-6,-85
19330204,-8,-58
19330205,-16,-85
19330206,-32,-84
19330207,-42,-106
19330208,-81,-179
19330209,-68,-106
19330210,-70,-87
19330211,-80,-95
19330212,-93,-115
19330213,-105,-117
19330214,-113,-130
19330215,-114,-155
19330216,-110,-155
19330217,-138,-180
19330218,-160,-192
19330219,-135,-210
19330220,-178,-289
19330221,-200,-296
19330222,-220,-333
19330223,-200,-339
19330224,-195,-338
19330225,-230,-334
19330226,-235,-341
19330227,-150,-373
19330228,-153,-229
19330301,-67,-153
19330302,-120,-254
19330303,-176,-328
19330304,-125,-332
19330305,-84,-151
19330306,-84,-165
19330307,-77,-171
19330308,-56,-110
19330309,-74,-194
19330310,-58,-169
19330311,-36,-98
19330312,-56,-154
19330313,-134,-156
19330314,-156,-286
19330315,-250,-403
19330316,-198,-378
19330317,-145,-215
19330318,-115,-230
19330319,-100,-204
19330320,-27,-134
19330321,-62,-153
19330322,-58,-178
19330323,-36,-163
19330324,-26,-227
19330325,46,-30
19330326,-27,-86
19330327,-31,-121
19330328,-48,-120
19330329,-66,-154
19330330,-72,-276
19330331,-78,-159
19330401,-147,-196
19330402,-140,-268
19330403,-155,-341
19330404,-130,-335
19330405,-50,-302
19330406,-54,-242
19330407,-39,-239
19330408,-81,-197
19330409,-25,-182
19330410,34,-203
19330411,37,-23
19330412,35,6
19330413,40,18
19330414,46,-8
19330415,12,-36
19330416,-10,-60
19330417,-6,-65
19330418,-10,-156
19330419,-42,-82
19330420,-30,-72
19330421,2,-114
19330422,-1,-75
19330423,35,-70
19330424,48,-10
19330425,20,-34
19330426,18,-56
19330427,23,-37
19330428,84,-18
19330429,66,-11
19330430,-11,-47
19330501,-21,-49
19330502,-34,-65
19330503,-52,-82
19330504,-36,-86
19330505,-35,-80
19330506,-35,-136
19330507,-16,-97
19330508,-6,-105
19330509,18,-118
19330510,6,-22
19330511,-8,-47
19330512,25,-105
19330513,6,-125
19330514,-4,-122
19330515,-2,-95
19330516,-7,-52
19330517,8,-62
19330518,35,-80
19330519,25,-24
19330520,42,-30
19330521,14,4
19330522,16,-15
19330523,54,-44
19330524,45,-23
19330525,79,-40
19330526,85,-26
19330527,45,15
19330528,36,5
19330529,36,-15
19330530,37,-7
19330531,80,-40
19330601,105,-2
19330602,63,-14
19330603,60,-6
19330604,105,-8
19330605,162,5
19330606,154,44
19330607,197,74
19330608,185,119
19330609,157,70
19330610,194,30
19330611,153,67
19330612,73,35
19330613,180,27
19330614,231,89
19330615,154,44
19330616,157,74
19330617,202,53
19330618,225,51
19330619,152,53
19330620,165,18
19330621,212,46
19330622,155,57
19330623,57,3
19330624,118,-4
19330625,184,-10
19330626,185,36
19330627,167,58
19330628,92,46
19330629,106,28
19330630,213,56
19330701,188,80
19330702,162,116
19330703,199,111
19330704,118,76
19330705,179,49
19330706,228,98
19330707,187,67
19330708,215,87
19330709,193,74
19330710,256,99
19330711,277,147
19330712,265,127
19330713,255,155
19330714,177,147
19330715,217,139
19330716,198,112
19330717,156,84
19330718,229,94
19330719,246,123
19330720,248,157
19330721,235,136
19330722,165,91
19330723,160,70
19330724,203,71
19330725,187,96
19330726,147,96
19330727,162,82
19330728,158,54
19330729,177,51
19330730,182,96
19330731,142,108
19330801,158,94
19330802,95,52
19330803,124,-14
19330804,143,37
19330805,166,60
19330806,140,15
19330807,126,54
19330808,143,63
19330809,148,-10
19330810,150,6
19330811,116,54
19330812,98,25
19330813,127,45
19330814,175,42
19330815,169,97
19330816,212,37
19330817,208,43
19330818,167,32
19330819,145,76
19330820,114,40
19330821,102,65
19330822,115,76
19330823,112,31
19330824,167,-22
19330825,167,-2
19330826,160,-12
19330827,110,32
19330828,118,7
19330829,160,75
19330830,177,54
19330831,177,11
19330901,143,33
19330902,100,24
19330903,103,27
19330904,79,12
19330905,84,20
19330906,82,23
19330907,65,14
19330908,125,-6
19330909,147,-25
19330910,140,46
19330911,70,6
19330912,89,25
19330913,56,17
19330914,74,27
19330915,43,20
19330916,40,19
19330917,46,15
19330918,72,4
19330919,80,30
19330920,132,-15
19330921,129,-8
19330922,110,2
19330923,73,-20
19330924,132,53
19330925,132,65
19330926,67,28
19330927,92,-20
19330928,71,45
19330929,87,55
19330930,97,28
19331001,54,-7
19331002,57,0
19331003,36,-24
19331004,18,-74
19331005,24,-42
19331006,26,-28
19331007,-2,-34
19331008,4,-45
19331009,-2,-54
19331010,-5,-65
19331011,26,-5
19331012,83,11
19331013,68,13
19331014,24,-44
19331015,51,-38
19331016,63,36
19331017,52,8
19331018,45,5
19331019,20,-20
19331020,40,-19
19331021,27,-17
19331022,31,6
19331023,35,-5
19331024,42,-8
19331025,12,-14
19331026,11,-38
19331027,-7,-94
19331028,-10,-91
19331029,11,-22
19331030,-4,-45
19331031,10,-47
19331101,31,8
19331102,35,10
19331103,16,1
19331104,10,-15
19331105,-6,-19
19331106,0,-20
19331107,-17,-105
19331108,-17,-78
19331109,-60,-98
19331110,-71,-125
19331111,-92,-184
19331112,-102,-179
19331113,-99,-126
19331114,-98,-166
19331115,-110,-241
19331116,-108,-246
19331117,-65,-108
19331118,-58,-98
19331119,32,-59
19331120,10,-25
19331121,-22,-56
19331122,2,-55
19331123,2,-93
19331124,-92,-190
19331125,-63,-121
19331126,-48,-127
19331127,-100,-189
19331128,-44,-118
19331129,13,-45
19331130,10,-97
19331201,-86,-116
19331202,5,-126
19331203,25,5
19331204,27,-28
19331205,-26,-80
19331206,-62,-95
19331207,-63,-94
19331208,-17,-74
19331209,-36,-93
19331210,-15,-153
19331211,-105,-221
19331212,-93,-138
19331213,-83,-137
19331214,-86,-270
19331215,-102,-233
19331216,-35,-102
19331217,-13,-100
19331218,-58,-129
19331219,-60,-115
19331220,-100,-189
19331221,-100,-165
19331222,-76,-148
19331223,-42,-76
19331224,-42,-83
