Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Dunedin, Btl Gardens,5375,I50852,-45.860,170.522,73,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
5375,19400101:2100,20.3,24,6.8,24,-,-,-,-,-,D
5375,19400102:2100,14.2,24,7.4,24,-,-,-,-,-,D
5375,19400103:2100,17.8,24,10.6,24,-,-,-,-,-,D
5375,19400104:2100,23.9,24,14.4,24,-,-,-,-,-,D
5375,19400105:2100,22.2,24,7.8,24,-,-,-,-,-,D
5375,19400106:2100,24.9,24,14.7,24,-,-,-,-,-,D
5375,19400107:2100,22.8,24,13.9,24,-,-,-,-,-,D
5375,19400108:2100,17.5,24,12.2,24,-,-,-,-,-,D
5375,19400109:2100,20.0,24,13.6,24,-,-,-,-,-,D
5375,19400110:2100,22.8,24,10.4,24,-,-,-,-,-,D
5375,19400111:2100,26.3,24,16.5,24,-,-,-,-,-,D
5375,19400112:2100,22.5,24,8.9,24,-,-,-,-,-,D
5375,19400113:2100,10.6,24,8.1,24,-,-,-,-,-,D
5375,19400114:2100,11.7,24,9.4,24,-,-,-,-,-,D
5375,19400115:2100,20.5,24,7.8,24,-,-,-,-,-,D
5375,19400116:2100,24.2,24,9.4,24,-,-,-,-,-,D
5375,19400117:2100,21.1,24,12.5,24,-,-,-,-,-,D
5375,19400118:2100,16.5,24,11.7,24,-,-,-,-,-,D
5375,19400119:2100,21.7,24,13.7,24,-,-,-,-,-,D
5375,19400120:2100,23.9,24,14.7,24,-,-,-,-,-,D
5375,19400121:2100,24.3,24,15.9,24,-,-,-,-,-,D
5375,19400122:2100,28.8,24,12.3,24,-,-,-,-,-,D
5375,19400123:2100,25.1,24,14.4,24,-,-,-,-,-,D
5375,19400124:2100,18.8,24,12.2,24,-,-,-,-,-,D
5375,19400125:2100,19.9,24,13.8,24,-,-,-,-,-,D
5375,19400126:2100,18.9,24,11.4,24,-,-,-,-,-,D
5375,19400127:2100,16.8,24,10.4,24,-,-,-,-,-,D
5375,19400128:2100,20.2,24,8.7,24,-,-,-,-,-,D
5375,19400129:2100,19.7,24,7.7,24,-,-,-,-,-,D
5375,19400130:2100,18.8,24,7.2,24,-,-,-,-,-,D
5375,19400131:2100,14.7,24,7.2,24,-,-,-,-,-,D
5375,19400201:2100,15.9,24,5.6,24,-,-,-,-,-,D
5375,19400202:2100,17.4,24,11.9,24,-,-,-,-,-,D
5375,19400203:2100,16.6,24,10.0,24,-,-,-,-,-,D
5375,19400204:2100,19.0,24,11.7,24,-,-,-,-,-,D
5375,19400205:2100,18.7,24,12.3,24,-,-,-,-,-,D
5375,19400206:2100,21.8,24,8.1,24,-,-,-,-,-,D
5375,19400207:2100,15.2,24,9.2,24,-,-,-,-,-,D
5375,19400208:2100,16.8,24,9.1,24,-,-,-,-,-,D
5375,19400209:2100,15.4,24,7.8,24,-,-,-,-,-,D
5375,19400210:2100,14.2,24,6.1,24,-,-,-,-,-,D
5375,19400211:2100,19.1,24,4.7,24,-,-,-,-,-,D
5375,19400212:2100,16.2,24,9.0,24,-,-,-,-,-,D
5375,19400213:2100,17.9,24,5.6,24,-,-,-,-,-,D
5375,19400214:2100,14.2,24,7.8,24,-,-,-,-,-,D
5375,19400215:2100,11.4,24,8.6,24,-,-,-,-,-,D
5375,19400216:2100,16.1,24,11.7,24,-,-,-,-,-,D
5375,19400217:2100,21.7,24,10.1,24,-,-,-,-,-,D
5375,19400218:2100,17.6,24,7.9,24,-,-,-,-,-,D
5375,19400219:2100,18.3,24,8.9,24,-,-,-,-,-,D
5375,19400220:2100,20.8,24,11.2,24,-,-,-,-,-,D
5375,19400221:2100,18.2,24,10.1,24,-,-,-,-,-,D
5375,19400222:2100,19.6,24,12.6,24,-,-,-,-,-,D
5375,19400223:2100,21.1,24,8.8,24,-,-,-,-,-,D
5375,19400224:2100,18.4,24,10.2,24,-,-,-,-,-,D
5375,19400225:2100,19.6,24,10.7,24,-,-,-,-,-,D
5375,19400226:2100,17.9,24,6.7,24,-,-,-,-,-,D
